640,681

Time	B2	B3	B4	B5	C2	C3	C4	C5
35547	1294	1581	194	2908	1362	8435	12712	16094
35607	1292	1594	180	2855	1370	8513	12772	16075
35667	1299	1565	185	2831	1344	8488	12792	16152
35727	1300	1602	190	2880	1362	8497	12831	16055
35787	1272	1521	194	2789	1363	8506	12729	16115
35847	1315	1600	191	2822	1361	8531	12736	16034
35907	1321	1623	201	2809	1414	8398	12763	16127
35967	1305	1604	181	2800	1376	8487	12763	16074
36027	1313	1546	176	2796	1412	8553	12752	16128
36087	1328	1553	187	2779	1401	8462	12828	16078
36147	1304	1589	174	2833	1387	8467	12886	16062
36207	1313	1587	191	2767	1407	8527	12812	15866
36267	1340	1604	195	2774	1375	8406	12810	16010
36327	1308	1559	176	2760	1382	8519	12650	16063
36387	1331	1619	188	2756	1408	8506	12710	16052
36447	1343	1578	178	2780	1384	8641	12708	16035
36507	1338	1598	179	2762	1381	8521	12727	16011
36567	1326	1610	187	2711	1371	8626	12682	16039
36627	1331	1603	181	2727	1354	8592	12709	15842
36687	1323	1584	187	2696	1379	8516	12811	16089
36747	1326	1597	174	2725	1367	8462	12524	15942
36807	1313	1582	175	2667	1377	8522	12738	15965
36867	1329	1599	181	2722	1412	8491	12842	15954
36927	1346	1612	176	2707	1378	8608	12834	16099
36987	1348	1636	189	2696	1395	8663	12769	16095
37047	1342	1568	185	2617	1346	8408	12875	15926
37107	1335	1623	187	2682	1346	8494	12774	15957
37167	1325	1635	176	2646	1363	8530	12669	16050
37227	1348	1630	188	2642	1365	8544	12805	15898
37287	1354	1622	194	2575	1349	8546	12732	15870
37347	1347	1633	189	2589	1401	8506	12754	15947
37407	1326	1639	183	2694	1374	8580	12764	16105
37467	1374	1627	193	2658	1377	8512	12794	15963
37527	1317	1641	187	2636	1350	8594	12748	16068
37587	1365	1633	167	2542	1399	8591	12721	15869
37647	1383	1622	181	2564	1401	8528	12824	15848
37707	1345	1665	196	2538	1347	8572	12825	16004
37767	1354	1654	187	2580	1417	8473	12704	15971
37827	1369	1662	193	2546	1435	8417	12856	15995
37887	1324	1693	171	2516	1360	8513	12837	16055
37947	1322	1602	184	2565	1377	8486	12644	16146
38007	1372	1608	186	2541	1375	8555	12814	16042
38067	1374	1635	179	2576	1438	8526	12878	15992
38127	1368	1634	192	2529	1381	8615	12792	15890
38187	1369	1646	172	2522	1456	8515	12739	15977
38247	1354	1631	178	2548	1403	8485	12721	16002
38307	1353	1631	179	2512	1388	8534	12898	16012
38367	1358	1652	174	2518	1401	8513	12666	15923
38427	1403	1660	178	2499	1414	8583	12730	16051
38487	1368	1694	193	2492	1413	8573	12731	15983
38547	1362	1636	194	2502	1360	8415	12789	15882
38607	1361	1695	186	2527	1371	8594	12853	15778
38667	1396	1666	187	2515	1397	8586	12735	16007
38727	1361	1612	179	2449	1441	8615	12769	16095
38787	1329	1656	188	2454	1396	8498	12942	16028
38847	1346	1629	192	2473	1409	8491	12816	15989
38907	1395	1651	177	2502	1409	8546	12720	15992
38967	1363	1650	185	2479	1389	8605	12884	15832
39027	1360	1642	174	2421	1404	8524	12831	16102
39087	1407	1662	195	2454	1375	8516	12661	15928
39147	1385	1629	187	2444	1423	8475	12747	15937
39207	1381	1665	180	2391	1406	8564	12832	15914
39267	1364	1635	181	2443	1391	8482	12784	16021
39327	1372	1682	190	2397	1379	8484	12760	15978
39387	1406	1636	177	2389	1385	8544	12834	15887
39447	1391	1624	186	2366	1365	8588	12822	16010
39507	1390	1655	183	2382	1397	8390	12828	16026
39567	1416	1704	189	2409	1429	8558	12857	15933
39627	1396	1690	185	2385	1398	8616	12698	16052
39687	1356	1675	193	2383	1399	8565	12786	15932
39747	1363	1637	177	2384	1378	8487	12734	15853
39807	1326	1664	173	2398	1425	8493	12759	15992
39867	1382	1698	182	2333	1383	8587	12717	16092
39927	1389	1674	176	2314	1392	8595	12856	15987
39987	1401	1741	186	2351	1443	8630	12808	15922
40047	1377	1660	207	2306	1382	8543	12931	16002
40107	1391	1690	187	2319	1419	8526	12788	15842
40167	1404	1687	176	2329	1410	8677	12785	15948
40227	1368	1717	177	2311	1423	8506	12725	15880
40287	1429	1658	175	2336	1397	8612	12727	15992
40347	1376	1719	192	2313	1386	8583	12705	15925
40407	1437	1695	183	2366	1416	8578	12944	15931
40467	1398	1641	189	2335	1412	8570	12646	15876
40527	1376	1718	199	2307	1451	8610	12757	15852
40587	1421	1675	183	2304	1377	8452	12779	16044
40647	1438	1729	182	2258	1402	8593	12862	15855
40707	1440	1712	193	2267	1432	8516	12827	15907
40767	1395	1743	184	2245	1405	8600	12854	15950
40827	1421	1718	180	2218	1424	8478	12791	15945
40887	1398	1723	173	2255	1438	8591	12662	15863
40947	1419	1715	180	2270	1381	8552	12897	15834
41007	1405	1715	193	2272	1407	8589	12801	15972
41067	1389	1707	184	2260	1374	8454	12824	15827
41127	1441	1701	184	2239	1411	8614	12819	15992
41187	1438	1745	185	2230	1427	8573	12736	16014
41247	1412	1715	177	2227	1422	8472	12852	15766
41307	1397	1712	162	2246	1430	8524	12721	15887
41367	1411	1753	183	2203	1379	8532	12763	16036
41427	1432	1702	178	2202	1395	8555	12798	15865
41487	1407	1761	180	2215	1425	8569	12752	15893
41547	1447	1731	192	2181	1374	8524	12588	15857
41607	1390	1724	178	2183	1423	8552	12858	15958
41667	1408	1696	189	2171	1445	8610	12787	15885
41727	1429	1729	181	2146	1380	8601	12832	15935
41787	1369	1720	178	2173	1396	8544	12793	15971
41847	1445	1749	170	2163	1434	8488	12844	15930
41907	1432	1765	177	2178	1399	8456	12948	15904
41967	1431	1711	172	2152	1419	8515	12792	15943
42027	1407	1726	177	2169	1404	8625	12903	15800
42087	1431	1741	191	2147	1413	8514	12657	16011
42147	1448	1733	173	2199	1377	8528	12658	15875
42207	1441	1713	190	2217	1408	8589	12918	15953
42267	1413	1782	180	2135	1385	8574	12808	15875
42327	1488	1773	179	2124	1389	8637	12703	15886
42387	1447	1770	191	2132	1445	8583	12697	15888
42447	1449	1763	184	2093	1429	8636	12761	15989
42507	1428	1755	184	2086	1396	8568	12752	15918
42567	1479	1717	170	2101	1442	8559	12731	15889
42627	1457	1752	170	2118	1413	8649	12822	15781
42687	1409	1771	181	2075	1421	8597	12807	15808
42747	1431	1747	178	2025	1429	8523	12741	15805
42807	1460	1712	176	2031	1428	8470	12720	15889
42867	1397	1760	187	2091	1422	8651	12745	15874
42927	1434	1798	186	2076	1462	8524	12811	15865
42987	1470	1740	177	2022	1400	8543	12778	15751
43047	1469	1764	184	2082	1392	8722	12785	15877
43107	1434	1718	166	2072	1430	8521	12817	15869
43167	1467	1756	186	2016	1433	8662	12799	15969
43227	1437	1743	185	2085	1916	8597	12751	16036
43287	1435	1774	195	2034	1948	8470	12839	15901
43347	1419	1777	173	2027	1957	8508	12760	15740
43407	1506	1750	183	2040	1873	8615	12808	15897
43467	1447	1783	190	2008	1888	8603	12770	15915
43527	1470	1765	192	2012	1930	8538	12876	15840
43587	1419	1759	180	2032	1859	8620	12772	15854
43647	1481	1745	183	2040	1950	8545	12777	15824
43707	1457	1772	177	1980	1927	8465	12788	15826
43767	1505	1764	197	1995	1896	8656	12850	15913
43827	1477	1803	177	1992	1928	8577	12794	15912
43887	1438	1727	192	1994	1869	8648	12906	15747
43947	1461	1803	189	2007	1906	8533	12793	15821
44007	1495	1757	172	1954	1893	8566	12832	15821
44067	1428	1793	182	1929	1912	8615	12725	15863
44127	1481	1734	173	1971	1920	8508	12776	15891
44187	1480	1759	177	1959	1925	8557	12673	15904
44247	1477	1757	185	1998	1919	8552	12752	15889
44307	1490	1775	184	1954	1912	8600	12661	15886
44367	1476	1758	189	1943	1885	8495	12746	15903
44427	1484	1830	181	1917	1916	8497	12820	15877
44487	1470	1737	177	1937	1957	8520	12848	15990
44547	1479	1768	186	1929	1961	8493	12755	15824
44607	1491	1739	178	1918	1919	8585	12654	15823
44667	1450	1796	174	1933	1896	8548	12804	15815
44727	1481	1793	179	1964	1940	8614	12751	15805
44787	1509	1771	171	1891	1933	8615	12892	15798
44847	1471	1809	187	1939	1898	8541	12814	15890
44907	1515	1751	179	1915	1957	8507	12814	15898
44967	1503	1830	170	1913	1915	8491	12783	15769
45027	1508	1780	170	1897	1971	8577	12630	15928
45087	1487	1795	191	1872	1945	8526	12850	15897
45147	1483	1796	195	1884	1875	8608	12774	15897
45207	1497	1779	182	1896	1919	8575	12689	15862
45267	1486	1778	178	1871	1896	8515	12710	15687
45327	1511	1794	171	1885	1906	8562	12772	15702
45387	1477	1824	181	1910	1910	8524	12825	15891
45447	1475	1795	180	1898	1923	8546	12751	15882
45507	1517	1794	178	1905	1891	8576	12711	15843
45567	1517	1851	181	1839	1908	8550	12833	15967
45627	1478	1799	173	1872	1904	8486	12746	15884
45687	1535	1805	178	1809	1904	8480	12773	15800
45747	1476	1769	189	1814	1949	8513	12776	15940
45807	1503	1803	195	1821	1965	8620	12690	15801
45867	1516	1757	186	1828	1897	8605	12870	15859
45927	1522	1847	178	1826	1923	8676	12840	15913
45987	1459	1777	169	1823	1939	8600	12827	15865
46047	1518	1855	178	1877	1914	8609	12760	15896
46107	1464	1796	181	1827	1992	8596	12739	15821
46167	1459	1796	174	1815	1950	8587	12801	15967
46227	1515	1841	166	1805	1967	8615	12813	15890
46287	1444	1825	186	1823	1917	8594	12650	15829
46347	1512	1819	175	1770	1916	8538	12709	15811
46407	1497	1853	159	1809	1923	8550	12765	15857
46467	1532	1808	175	1806	1938	8569	12781	15653
46527	1506	1834	224	1790	1935	8615	12747	15735
46587	1515	1850	245	1797	1938	8602	12917	15863
46647	1506	1817	228	1818	1927	8552	12837	15867
46707	1525	1820	228	1738	1993	8593	12781	15889
46767	1526	1804	229	1777	1965	8623	12783	15770
46827	1530	1861	231	1790	1937	8534	12717	15870
46887	1498	1840	231	1775	1970	8617	12861	15602
46947	1515	1780	228	1766	1938	8596	12877	15675
47007	1500	1845	233	1790	1913	8641	12884	15688
47067	1485	1902	236	1763	1980	8522	12839	15768
47127	1498	1827	237	1753	1932	8630	12787	15776
47187	1512	1837	232	1749	1979	8495	12781	15809
47247	1530	1865	235	1773	1977	8600	12899	15816
47307	1558	1844	220	1720	1957	8511	12777	17143
47367	1546	1857	236	1735	1956	8659	12749	17069
47427	1549	1819	240	1691	2000	8552	12774	17122
47487	1543	1853	239	1730	1944	8609	12781	17113
47547	1539	1854	229	1737	1978	8524	12747	17112
47607	1499	1840	235	1711	1922	8584	12666	17099
47667	1530	1863	247	1707	1986	8587	12842	17081
47727	1523	1839	229	1675	1966	8560	12774	16989
47787	1521	1806	216	1718	1981	8654	12738	17115
47847	1539	1844	242	1715	1958	8626	12739	17144
47907	1504	1827	215	1695	1963	8594	12808	16978
47967	1547	1846	235	1719	1955	8566	12776	17161
48027	1556	1822	236	1683	1998	8591	12915	17106
48087	1544	1876	220	1722	1951	8586	12825	17122
48147	1572	1888	235	1674	1970	8649	12953	17145
48207	1528	1864	231	1707	1960	8634	12830	17025
48267	1532	1850	225	1707	1934	8592	12886	17050
48327	1499	1859	225	1682	1972	8584	12706	17004
48387	1574	1870	218	1664	1956	8614	12777	17049
48447	1525	1888	225	1649	1980	8715	12705	17066
48507	1570	1887	230	1626	1955	8665	12793	17146
48567	1504	1886	225	1655	1908	8525	12715	17137
48627	1517	1878	238	1677	1977	8609	12764	16949
48687	1569	1866	238	1635	1954	8610	12725	17049
48747	1534	1901	241	1627	1942	8571	12815	17242
48807	1578	1854	241	1614	1958	8557	12827	17131
48867	1558	1882	245	1640	1991	8663	12755	16997
48927	1538	1862	239	1696	1983	8638	12662	17056
48987	1539	1855	233	1619	1952	8479	12781	17154
49047	1572	1888	231	1639	2000	8611	12703	17146
49107	1584	1911	234	1600	1976	8598	12807	17146
49167	1571	1887	238	1643	2008	8593	12870	17110
49227	1585	1853	240	1583	1998	8557	12748	16825
49287	1527	1872	241	1584	1952	8581	12940	17114
49347	1575	1893	233	1668	1963	8651	12821	17264
49407	1578	1925	227	1623	1976	8537	12727	17088
49467	1579	1890	221	1637	1989	8584	12871	17046
49527	1529	1876	216	1638	1992	8525	12683	17152
49587	1562	1898	243	1600	1959	8660	12639	17034
49647	1530	1902	221	1571	1957	8578	12750	17114
49707	1579	1883	246	1597	1951	8674	12709	17230
49767	1548	1897	234	1570	1985	8543	12649	17155
49827	1563	1905	235	1652	2015	8593	12833	17085
49887	1530	1888	240	1568	1943	8593	12829	17001
49947	1574	1922	236	1590	1949	8671	12817	17092
50007	1557	1835	231	1610	1929	8575	12799	17015
50067	1558	1914	245	1570	1928	8596	12896	17186
50127	1578	1912	234	1558	1961	8533	12743	16971
50187	1568	1892	239	1589	2004	8631	12806	17176
50247	1550	1908	227	1560	1988	8600	12676	17079
50307	1524	1887	233	1546	2009	8487	12734	17034
50367	1588	1880	242	1569	2006	8582	12706	17050
50427	1552	1879	247	1563	2027	8598	12741	17010
50487	1576	1864	238	1569	1974	8642	12802	16954
50547	1531	1882	222	1566	1976	8566	12747	17065
50607	1614	1942	235	1545	2031	8698	12880	16852
50667	1555	1873	243	1538	1984	8720	12691	16961
50727	1608	1929	236	1530	2002	8528	12946	17030
50787	1574	1877	221	1546	1947	8581	12732	16966
50847	1593	1884	231	1534	1988	8612	12857	17017
50907	1565	1919	227	1516	1972	8528	12814	17152
50967	1614	1914	241	1585	1940	8472	12910	16918
51027	1612	1896	236	1523	1982	8730	12764	16948
51087	1548	1884	238	1547	1979	8740	12836	17200
51147	1549	1921	236	1534	1985	8480	12745	17014
51207	1590	1899	227	1497	2005	8615	12753	17147
51267	1638	1891	233	1522	1990	8555	12724	17048
51327	1621	1922	230	1529	1962	8550	12705	17103
51387	1604	1926	240	1516	2000	8611	12841	17102
51447	1593	1927	220	1487	1967	8679	12913	17185
51507	1579	1907	229	1529	1993	8657	12855	17064
51567	1540	1912	211	1492	1977	8485	12710	17087
51627	1566	1876	243	1503	1969	8523	12705	17030
51687	1576	1948	250	1478	1988	8546	12733	17170
51747	1576	1872	231	1468	2003	8701	12858	17075
51807	1605	1893	233	1465	2025	8603	12778	17105
51867	1607	1924	232	1461	2000	8584	12879	16965
51927	1587	1909	229	1485	1969	8464	12843	17054
51987	1617	1965	233	1457	2011	8492	12871	16991
52047	1641	1912	233	1513	2007	8616	12921	17118
52107	1593	1890	238	1491	1993	8489	12848	17118
52167	1589	1919	231	1476	2003	8524	12678	17042
52227	1620	1949	236	1470	1987	8713	12801	16916
52287	1644	1914	229	1418	1978	8541	12818	17006
52347	1554	1937	222	1450	1973	8537	12793	17112
52407	1604	1915	222	1433	2003	8597	12784	16985
52467	1634	1923	237	1411	2030	8567	12740	17015
52527	1573	1906	237	1470	1997	8531	12838	17130
52587	1589	1896	233	1474	1956	8617	12892	17115
52647	1651	1940	230	1432	2009	8687	12755	16957
52707	1616	1947	251	1416	2020	8743	12876	17091
52767	1590	1923	235	1453	1992	8710	12760	17010
52827	1581	1921	229	1398	2015	8663	12846	17053
52887	1591	1924	240	1482	2005	8620	12893	17021
52947	1629	1963	220	1446	2008	8666	12855	17202
53007	1610	1934	210	1432	2066	8640	12803	17110
53067	1594	1964	214	1421	2052	8694	12829	17052
53127	1624	1978	236	1429	1980	8591	12698	17013
53187	1581	1991	227	1433	2001	8539	12775	16904
53247	1589	1909	225	1469	2010	8485	12811	17176
53307	1568	1945	225	1416	2009	8575	12886	17074
53367	1630	1919	217	1414	1976	8588	12847	17095
53427	1609	1967	249	1428	2022	8568	12921	17107
53487	1591	1914	231	1394	2056	8461	12843	17007
53547	1619	1936	246	1419	2017	8652	12780	17211
53607	1656	1957	225	1427	2021	8654	12830	17086
53667	1625	1996	225	1379	1989	8660	12737	17081
53727	1653	1948	230	1410	1981	8616	12740	17237
53787	1597	1999	234	1390	2003	8568	12833	17238
53847	1599	1952	241	1421	2057	8688	12778	17031
53907	1649	1991	242	1403	1985	8647	12756	17190
53967	1669	1946	229	1374	2005	8681	12740	17138
54027	1635	1949	209	1377	2032	8610	12924	17107
54087	1645	2036	230	1366	2025	8713	12815	16965
54147	1590	1895	250	1373	1987	8666	12717	16948
54207	1637	1970	227	1369	2043	8707	12886	16959
54267	1581	1989	230	1354	1998	8586	12700	17072
54327	1592	1958	237	1423	2018	8658	12747	17196
54387	1609	1931	235	1399	2073	8674	12711	17049
54447	1654	1973	238	1368	2067	8650	12748	17128
54507	1652	1995	230	1335	1949	8653	12813	16984
54567	1630	1992	235	1345	2028	8528	12872	17043
54627	1616	1987	240	1356	2023	8588	12801	17175
54687	1646	1931	244	1334	2030	8562	12821	17130
54747	1642	1937	237	1351	2021	8608	12893	17152
54807	1675	1989	228	1351	2033	8657	12755	17066
54867	1635	1973	240	1353	2044	8693	12843	17077
54927	1674	1988	231	1342	2010	8550	12783	16890
54987	1633	1976	246	1361	2012	8634	12833	17096
55047	1625	1989	222	1352	2013	8679	12759	17080
55107	1662	1987	232	1334	2050	8716	12787	16984
55167	1641	1988	228	1307	2011	8703	12768	16998
55227	1611	1963	230	1344	2070	8650	12834	17126
55287	1674	1968	232	1299	2007	8651	12683	16894
55347	1631	1983	235	1338	2021	8682	12877	17203
55407	1666	2002	226	1337	1986	8638	12812	17095
55467	1651	2010	227	1317	2047	8607	12782	17114
55527	1668	1948	245	1304	2062	8601	12745	16948
55587	1605	1991	223	1319	2027	8737	12658	17005
55647	1612	1967	222	1318	2023	8663	12748	17190
55707	1616	1966	237	1295	2016	8666	12647	16920
55767	1654	1995	223	1318	1995	8569	12840	17143
55827	1641	1986	228	1300	2049	8564	12781	16971
55887	1652	1988	237	1268	1988	8610	12836	17006
55947	1616	2013	224	1343	2047	8583	12965	17003
56007	1652	1928	256	1324	2053	8662	12765	17067
56067	1634	1963	227	1300	2030	8549	12833	17008
56127	1650	2008	226	1302	2023	8642	12811	17112
56187	1665	2025	231	1293	1992	8729	12865	17112
56247	1672	2010	231	1327	2032	8639	12859	17139
56307	1640	1991	231	1263	2042	8608	12787	17155
56367	1618	1966	227	1315	2057	8601	12940	17108
56427	1617	1981	229	1270	2003	8535	12773	17103
56487	1655	2024	234	1272	2001	8597	12785	17178
56547	1617	1993	228	1319	2031	8536	12797	17112
56607	1662	1982	223	1291	1981	8691	12903	17124
56667	1689	1963	232	1298	2063	8668	12863	17162
56727	1631	2018	242	1300	2051	8642	12893	17062
56787	1644	2009	229	1250	2095	8569	12727	16973
56847	1704	1997	247	1318	2092	8702	12792	17085
56907	1622	1997	228	1297	2014	8631	12888	17061
56967	1673	2025	241	1301	2040	8715	12788	17145
57027	1665	2001	230	1266	2039	8600	12639	17012
57087	1671	2010	242	1242	2063	8662	12722	17066
57147	1643	1997	241	1268	2069	8722	12735	17013
57207	1677	1955	233	1272	2065	8592	12810	17079
57580	14086	11528	13537	11652	12554	15798	17681	19790
57640	15450	13225	15519	13448	14654	16895	18461	19902
57700	16271	14198	16641	14582	15925	17564	18870	19868
57760	16594	14739	17558	15316	16788	18141	19147	19806
57820	16847	15069	18063	15997	17317	18393	19325	19772
57880	16627	15329	18357	16283	17597	18517	19302	19463
57940	17073	15386	18404	16612	17712	18466	19200	19433
58000	17022	15538	18816	16816	17734	18701	19306	19409
58060	16994	15356	18694	16802	18025	18611	19140	18971
58120	17052	15428	18576	17011	17937	18813	19012	19034
58180	16819	15477	18781	17043	18186	18460	18997	18861
58240	16928	15427	18686	17026	18059	18363	19061	18667
58300	16924	15282	18752	17188	17935	18168	18807	18584
58360	16945	15304	18460	17128	18148	18177	18755	18488
58420	16833	15208	18529	17070	18139	18205	18660	18463
58480	16626	15249	18513	16962	18073	17982	18502	18341
58540	16781	15066	18452	16928	18294	18136	18362	18271
58600	16684	15337	18613	17079	18070	17965	18532	18148
58660	16606	15097	18515	17056	18308	17964	18440	18193
58720	16656	15126	18455	17064	18117	17876	18419	18114
58780	16785	15145	18432	17002	18078	17859	18389	18126
58840	16527	15016	18479	16918	18292	17870	18171	17979
58900	16502	15042	18314	16868	18158	17774	18334	17986
58960	16738	15022	18304	16972	18092	17735	18210	18029
59020	16437	14973	18242	17015	17975	17716	18165	17901
59080	16374	14888	18313	16930	17955	17751	18125	17883
59140	16611	15070	18306	16981	18119	17674	18176	17975
59200	16318	14992	18300	17024	18042	17616	18108	17996
59260	16466	15088	18175	16946	17940	17534	17993	17856
59320	16482	14903	18352	16736	18161	17380	18068	17778
59380	16281	14814	18407	16849	18080	17652	18159	17697
59440	16440	14862	18234	16842	18038	17822	18217	17786
59500	16378	14840	18190	16816	18111	17541	17901	17734
59560	16515	14873	18123	16981	18057	17713	18016	17805
59620	16455	14926	18077	16852	18211	17531	18061	17765
59680	16423	14957	18260	16931	17878	17680	18036	17766
59740	16480	14963	18146	16834	17974	17784	17875	17685
59800	16378	14888	18080	16919	18021	17582	18035	17848
59860	16306	14910	18300	16743	18030	17671	18148	17664
59920	16438	14967	18140	16769	18119	17521	17995	17580
59980	16313	14831	18075	16899	18032	17543	18083	17598
60040	16227	14663	18124	16698	18048	17438	17923	17542
60100	16373	14896	18202	16901	17965	17555	18064	17813
60160	16552	14680	18065	16781	18005	17532	18008	17787
60220	16287	14763	18188	16892	18008	17658	17956	17795
60280	16430	14991	18309	16846	17951	17667	17936	17737
60340	16348	14905	18071	16793	17905	17717	17833	17679
60400	16323	14860	18083	16842	18102	17587	17936	17661
60460	16343	14788	18161	16897	18147	17601	18030	17604
60520	16439	14884	18103	16982	18113	17514	18012	17685
60580	16397	14923	18165	16900	18020	17585	17935	17491
60640	16312	15026	18052	16970	18110	17625	18060	17693
60700	16407	14839	18106	16864	17970	17452	17853	17614
60760	16446	14939	18285	16877	17943	17396	18063	17704
60820	16350	14902	18077	16912	17878	17696	17969	17592
60880	16399	14974	18122	16831	18026	17600	17897	17648
60940	16297	14852	18022	17012	17934	17561	17973	17761
61000	16333	14625	18104	16856	17997	17596	17962	17550
61060	16328	14720	18173	16906	17931	17534	18015	17933
61120	16386	14848	18079	16845	17885	17546	18146	17705
61180	16429	14741	18257	16877	18080	17528	17983	17656
61240	16450	14845	18152	16854	17876	17506	18066	17707
61300	16302	14858	18164	16708	17948	17539	18054	17666
61360	16238	14799	18248	16956	18064	17556	17983	17744
61420	16243	14912	18020	16888	17991	17432	18083	17804
61480	16346	14789	18168	16969	18004	17593	18075	17659
61540	16513	14917	18122	16992	17785	17498	17898	17733
61600	16350	14813	18328	16833	18157	17522	18078	17804
61660	16399	14798	18192	16856	17817	17585	18035	17642
61720	16189	14884	18228	17062	18068	17560	18092	17546
61780	16428	14964	18197	16862	17997	17488	17977	17655
61840	16584	14788	18078	16845	17987	17718	18151	17634
61900	16339	14960	18223	16800	17984	17627	18136	17737
61960	16208	14835	18231	17003	17828	17596	18185	17794
62020	16451	14935	18212	16962	18065	17453	18106	17627
62080	16309	14734	18085	16815	17863	17602	18047	17775
62140	16419	14696	18288	16976	18003	17584	18054	17576
62200	16276	14771	18082	16805	17939	17627	18097	17737
62260	16477	14826	18195	16698	17981	17588	18050	17695
62320	16386	14796	18181	17109	18059	17614	18017	17624
62380	16351	14746	18162	16943	17867	17577	18070	17765
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
0								
